addr_state,debt_to_income_ratio,emp_length,loan_amnt,status,title,zip_code
MD,37.55%,< 1 year,5000.0,declined,Home improvement,212xx
TX,22.83%,< 1 year,40000.0,declined,Debt consolidation,797xx
FL,22.83%,< 1 year,13000.0,declined,Debt consolidation,339xx
OH,34.9,,8000.0,accepted,Credit card refinancing,451xx
SC,0%,< 1 year,5000.0,declined,Debt consolidation,295xx
AL,19.64%,,2500.0,declined,Other,365xx
TX,37.38%,< 1 year,10000.0,declined,Debt consolidation,782xx
AZ,100%,< 1 year,15000.0,declined,Credit card refinancing,864xx
MD,35.9%,< 1 year,25000.0,declined,Debt consolidation,207xx
MI,20.14%,< 1 year,20000.0,declined,Home buying,480xx
PA,44.43%,< 1 year,15000.0,declined,Debt consolidation,164xx
CA,17.07%,< 1 year,5000.0,declined,Home improvement,952xx
TX,11.54%,,13000.0,declined,Credit card refinancing,786xx
GA,63.65%,< 1 year,2500.0,declined,Other,317xx
NY,57.24%,< 1 year,20000.0,declined,Other,106xx
IN,100%,< 1 year,5000.0,declined,Other,234xx
TX,-1%,< 1 year,300000.0,declined,Business Loan,786xx
CO,1.5%,< 1 year,10000.0,declined,Major purchase,809xx
NY,15.87%,< 1 year,10000.0,declined,Other,117xx
CT,12.01%,< 1 year,10000.0,declined,Credit card refinancing,800xx
NY,10.12%,< 1 year,3000.0,declined,Debt consolidation,117xx
CT,25.95%,< 1 year,5000.0,declined,Debt consolidation,067xx
LA,44.7%,< 1 year,10000.0,declined,Other,700xx
VA,0%,< 1 year,1200.0,declined,Moving and relocation,233xx
CA,9.9%,< 1 year,5000.0,declined,Credit card refinancing,920xx
NY,100%,< 1 year,3000.0,declined,Debt consolidation,134xx
CO,-1%,< 1 year,50000.0,declined,Business Loan,801xx
MS,0%,< 1 year,5000.0,declined,Car financing,391xx
FL,100%,< 1 year,1000.0,declined,Car financing,330xx
NC,36.15%,< 1 year,1000.0,declined,Debt consolidation,285xx
RI,19.87%,< 1 year,5000.0,declined,Other,028xx
NJ,14.42,10+ years,14000.0,accepted,Debt consolidation,084xx
CT,22.34%,< 1 year,5000.0,declined,Moving and relocation,066xx
NC,22.04,10+ years,15000.0,accepted,Debt consolidation,272xx
TX,11.89%,< 1 year,6000.0,declined,Home buying,782xx
WI,0%,< 1 year,15000.0,declined,Home buying,530xx
MD,3.5%,< 1 year,6000.0,declined,Other,212xx
WA,15.16,10+ years,3000.0,accepted,Debt consolidation,981xx
NJ,19.32%,< 1 year,30000.0,declined,Debt consolidation,086xx
CA,7.64%,< 1 year,10000.0,declined,Debt consolidation,945xx
ND,0%,< 1 year,10000.0,declined,Moving and relocation,583xx
MN,75.15%,< 1 year,40000.0,declined,Vacation,553xx
MI,20.28%,< 1 year,15000.0,declined,Debt consolidation,490xx
KY,0%,< 1 year,5000.0,declined,Medical expenses,402xx
MI,45.6%,< 1 year,10000.0,declined,Home improvement,486xx
GA,1.76%,< 1 year,3025.0,declined,Vacation,302xx
MD,14.12%,< 1 year,1000.0,declined,Moving and relocation,209xx
MD,181.11%,< 1 year,25000.0,declined,Debt consolidation,208xx
OH,32.49%,< 1 year,15000.0,declined,Debt consolidation,441xx
CA,0%,< 1 year,4000.0,declined,Moving and relocation,923xx
CA,100%,< 1 year,10000.0,declined,Debt consolidation,951xx
NV,11.68%,< 1 year,2000.0,declined,Other,891xx
NY,18.99,4 years,6600.0,accepted,Debt consolidation,104xx
NC,55.7%,< 1 year,1500.0,declined,Debt consolidation,275xx
MN,60.24%,< 1 year,25000.0,declined,Debt consolidation,553xx
IN,0.93%,< 1 year,7600.0,declined,Other,463xx
TN,0%,< 1 year,1000.0,declined,Other,382xx
HI,31.35%,< 1 year,25000.0,declined,Debt consolidation,967xx
NJ,9.9%,< 1 year,4000.0,declined,Medical expenses,070xx
MO,10.89%,< 1 year,6000.0,declined,Debt consolidation,640xx
TN,32.93%,< 1 year,10000.0,declined,Debt consolidation,372xx
AZ,29.85%,< 1 year,5000.0,declined,Credit card refinancing,852xx
NE,21.09%,< 1 year,10500.0,declined,Debt consolidation,688xx
KY,22.5%,< 1 year,10000.0,declined,Debt consolidation,402xx
NC,0.14%,< 1 year,2000.0,declined,Medical expenses,283xx
FL,1.25%,< 1 year,15000.0,declined,Home buying,344xx
MD,12.27%,< 1 year,8000.0,declined,Car financing,207xx
PA,1.5%,< 1 year,5000.0,declined,Major purchase,185xx
FL,13.74%,< 1 year,8000.0,declined,Credit card refinancing,342xx
FL,27.85%,< 1 year,10000.0,declined,Debt consolidation,335xx
GA,30.38%,< 1 year,30000.0,declined,Debt consolidation,317xx
LA,27.14%,< 1 year,9500.0,declined,Debt consolidation,706xx
ID,37.64%,< 1 year,35000.0,declined,Home buying,836xx
FL,36.52%,< 1 year,10000.0,declined,Debt consolidation,327xx
TN,22.35%,< 1 year,15000.0,declined,Debt consolidation,373xx
CO,100%,< 1 year,10000.0,declined,Debt consolidation,815xx
MA,100%,< 1 year,20000.0,declined,Credit card refinancing,010xx
OH,3.57%,< 1 year,4000.0,declined,Credit card refinancing,450xx
NM,24.69%,< 1 year,7500.0,declined,Debt consolidation,882xx
NY,27.59,4 years,6000.0,accepted,Debt consolidation,100xx
CA,9.68%,< 1 year,2600.0,declined,Other,927xx
IL,16.98%,< 1 year,15000.0,declined,Home improvement,606xx
IL,50.96%,< 1 year,5000.0,declined,Credit card refinancing,624xx
NY,39.77%,< 1 year,20000.0,declined,Credit card refinancing,100xx
LA,314.59%,< 1 year,10000.0,declined,Debt consolidation,712xx
UT,14.62%,< 1 year,5000.0,declined,Debt consolidation,840xx
CA,27.64%,< 1 year,5000.0,declined,Vacation,923xx
FL,51.57,,40000.0,accepted,Debt consolidation,323xx
TX,7.21%,< 1 year,27000.0,declined,Credit card refinancing,769xx
CO,100%,< 1 year,3000.0,declined,Home buying,805xx
NY,40.8%,< 1 year,2000.0,declined,Other,117xx
TX,15.42%,< 1 year,10000.0,declined,Credit card refinancing,751xx
NY,2.14%,< 1 year,6000.0,declined,Car financing,112xx
NY,29.98%,< 1 year,18000.0,declined,Credit card refinancing,134xx
CO,34.64%,< 1 year,40000.0,declined,Debt consolidation,800xx
NY,16.67%,< 1 year,5000.0,declined,Car financing,112xx
MA,5.89%,< 1 year,15000.0,declined,Major purchase,027xx
IL,100%,< 1 year,40000.0,declined,Debt consolidation,606xx
IN,100%,< 1 year,8000.0,declined,Credit card refinancing,460xx
TX,26.47%,< 1 year,13000.0,declined,Credit card refinancing,765xx
NC,41.48%,< 1 year,1200.0,declined,Debt consolidation,281xx
CO,8.48%,2 years,20000.0,declined,Debt consolidation,806xx
WI,26.97%,< 1 year,35000.0,declined,Credit card refinancing,530xx
GA,0%,< 1 year,3000.0,declined,Other,312xx
CO,14.41,2 years,10000.0,accepted,Other,806xx
IL,22.67%,< 1 year,2000.0,declined,Debt consolidation,600xx
FL,16.41%,< 1 year,2000.0,declined,Other,322xx
PA,17.73%,< 1 year,10000.0,declined,Major purchase,153xx
OH,27.36%,< 1 year,10000.0,declined,Medical expenses,441xx
NY,30.89%,< 1 year,40000.0,declined,Debt consolidation,110xx
TN,38.4%,< 1 year,35000.0,declined,Debt consolidation,383xx
FL,11.8,1 year,35000.0,accepted,Debt consolidation,341xx
FL,20.03%,< 1 year,20000.0,declined,Credit card refinancing,334xx
NV,8.74%,< 1 year,10000.0,declined,Other,891xx
FL,18.91%,< 1 year,25000.0,declined,Debt consolidation,331xx
NY,11.16%,< 1 year,11000.0,declined,Car financing,117xx
GA,26.33%,< 1 year,2000.0,declined,Car financing,315xx
GA,38.7%,< 1 year,30000.0,declined,Other,307xx
NY,17.15%,< 1 year,40000.0,declined,Credit card refinancing,130xx
MS,8.03%,< 1 year,5000.0,declined,Debt consolidation,389xx
NY,80.33%,< 1 year,5000.0,declined,Debt consolidation,112xx
MD,20.02%,< 1 year,15000.0,declined,Credit card refinancing,210xx
NY,43.18%,< 1 year,40000.0,declined,Other,140xx
AK,44.6%,< 1 year,30000.0,declined,Debt consolidation,995xx
SC,19.6%,< 1 year,1000.0,declined,Vacation,297xx
TX,100%,< 1 year,11000.0,declined,Debt consolidation,750xx
MD,0%,< 1 year,7500.0,declined,Debt consolidation,207xx
NY,2.68%,< 1 year,15000.0,declined,Debt consolidation,107xx
PA,17.72%,< 1 year,20000.0,declined,Other,168xx
GA,19.12%,< 1 year,2500.0,declined,Debt consolidation,308xx
AL,45.11%,< 1 year,2000.0,declined,Credit card refinancing,361xx
NV,42.82%,< 1 year,40000.0,declined,Debt consolidation,894xx
CA,12.57%,< 1 year,10000.0,declined,Credit card refinancing,928xx
WV,14.62%,< 1 year,2500.0,declined,Debt consolidation,250xx
NJ,44.86%,< 1 year,10000.0,declined,Credit card refinancing,076xx
ND,23.01%,< 1 year,40000.0,declined,Debt consolidation,585xx
AL,14.52%,< 1 year,12300.0,declined,Credit card refinancing,354xx
FL,100%,< 1 year,10000.0,declined,Other,347xx
MT,21.76%,< 1 year,19000.0,declined,Major purchase,594xx
TN,34.81%,< 1 year,25000.0,declined,Credit card refinancing,385xx
WV,12.95%,< 1 year,13000.0,declined,Major purchase,255xx
FL,22.79%,< 1 year,5000.0,declined,Debt consolidation,330xx
TX,35.01%,< 1 year,16000.0,declined,Car financing,780xx
CA,21.43%,< 1 year,10000.0,declined,Debt consolidation,920xx
IL,6.47%,< 1 year,8000.0,declined,Debt consolidation,605xx
NY,1.16%,< 1 year,25000.0,declined,Other,109xx
FL,13.05%,< 1 year,26000.0,declined,Other,335xx
FL,100%,< 1 year,1000.0,declined,Other,346xx
NY,13.81%,< 1 year,20000.0,declined,Debt consolidation,104xx
WV,44.3%,< 1 year,2500.0,declined,Debt consolidation,254xx
PA,59.43%,< 1 year,10000.0,declined,Credit card refinancing,182xx
CA,2.29,1 year,25000.0,accepted,Other,944xx
MI,0%,< 1 year,40000.0,declined,Moving and relocation,483xx
MN,1.13%,< 1 year,3000.0,declined,Car financing,553xx
LA,62.03%,< 1 year,16000.0,declined,Debt consolidation,710xx
NY,24.48%,< 1 year,5000.0,declined,Debt consolidation,114xx
IL,6.04%,< 1 year,1000.0,declined,Vacation,604xx
WA,12.55,,10000.0,accepted,Credit card refinancing,992xx
GA,23.7%,< 1 year,12000.0,declined,Debt consolidation,303xx
AZ,18.84%,< 1 year,13000.0,declined,Debt consolidation,857xx
TX,19.95%,< 1 year,10000.0,declined,Debt consolidation,799xx
TX,29.25%,< 1 year,10000.0,declined,Credit card refinancing,750xx
KS,33.71%,< 1 year,4000.0,declined,Medical expenses,676xx
MA,329.66%,< 1 year,2000.0,declined,Credit card refinancing,016xx
SC,7.95%,< 1 year,10000.0,declined,Car financing,291xx
CA,44.18%,< 1 year,13000.0,declined,Debt consolidation,925xx
OH,10.87%,< 1 year,10000.0,declined,Other,432xx
CA,0%,< 1 year,10000.0,declined,Debt consolidation,935xx
WA,10.47%,< 1 year,10000.0,declined,Credit card refinancing,990xx
ME,8.33%,< 1 year,1000.0,declined,Debt consolidation,040xx
FL,18.27%,< 1 year,10000.0,declined,Debt consolidation,339xx
MA,21.44%,< 1 year,20000.0,declined,Debt consolidation,024xx
KY,9.59,2 years,6000.0,accepted,Home improvement,402xx
CA,22.09%,< 1 year,2500.0,declined,Other,919xx
IL,38.05%,< 1 year,40000.0,declined,Debt consolidation,604xx
IL,5.68%,< 1 year,10000.0,declined,Home improvement,604xx
AZ,19.04%,< 1 year,3000.0,declined,Moving and relocation,857xx
CA,5.41%,< 1 year,7000.0,declined,Credit card refinancing,900xx
NY,28.71%,< 1 year,7000.0,declined,Credit card refinancing,100xx
MA,55.05%,< 1 year,40000.0,declined,Debt consolidation,015xx
MA,8.93%,< 1 year,5000.0,declined,Credit card refinancing,010xx
FL,100%,< 1 year,35000.0,declined,Debt consolidation,325xx
FL,8.59%,< 1 year,15000.0,declined,Debt consolidation,333xx
WA,22.64%,< 1 year,20000.0,declined,Credit card refinancing,981xx
LA,26.11%,< 1 year,12000.0,declined,Debt consolidation,700xx
NJ,19.88%,< 1 year,18000.0,declined,Debt consolidation,070xx
LA,5.88%,< 1 year,15500.0,declined,Debt consolidation,703xx
PA,36.99%,< 1 year,15000.0,declined,Business,191xx
CA,16.36%,< 1 year,35000.0,declined,Debt consolidation,945xx
PA,4.08%,< 1 year,25000.0,declined,Other,183xx
NH,9.19%,< 1 year,5000.0,declined,Business,032xx
NY,100%,5 years,36675.0,declined,Car financing,141xx
FL,49.76%,< 1 year,5000.0,declined,Medical expenses,347xx
KY,28.91%,< 1 year,6000.0,declined,Credit card refinancing,421xx
CA,100%,< 1 year,25000.0,declined,Credit card refinancing,900xx
IN,8.5%,< 1 year,5000.0,declined,Other,467xx
TN,7.48,10+ years,4000.0,accepted,Credit card refinancing,373xx
AZ,11.28%,< 1 year,10000.0,declined,Debt consolidation,855xx
CA,30.29%,< 1 year,3000.0,declined,Other,953xx
ID,56.24%,< 1 year,40000.0,declined,Debt consolidation,832xx
NC,82.17%,< 1 year,20000.0,declined,Debt consolidation,285xx
TX,8.16%,< 1 year,1500.0,declined,Debt consolidation,780xx
CA,52.41%,< 1 year,35000.0,declined,Credit card refinancing,958xx
MD,21.65,,25000.0,accepted,Home improvement,217xx
CA,100%,< 1 year,16025.0,declined,Car financing,920xx
NC,7.85%,< 1 year,10000.0,declined,Debt consolidation,276xx
TX,100%,< 1 year,5000.0,declined,Other,775xx
NY,32.34%,< 1 year,15000.0,declined,Other,145xx
VA,7.14%,< 1 year,10000.0,declined,Debt consolidation,233xx
OH,17.45%,< 1 year,20000.0,declined,Credit card refinancing,435xx
IN,30.02%,< 1 year,3000.0,declined,Home improvement,478xx
CA,28.69%,< 1 year,3000.0,declined,Debt consolidation,917xx
NV,40.4%,< 1 year,15000.0,declined,Credit card refinancing,891xx
NY,17.87%,< 1 year,3000.0,declined,Debt consolidation,100xx
FL,75.32%,< 1 year,15000.0,declined,Home buying,331xx
MI,29.17%,< 1 year,27000.0,declined,Debt consolidation,490xx
TN,10.43%,< 1 year,30000.0,declined,Other,379xx
FL,38.7,3 years,10000.0,accepted,Debt consolidation,331xx
WI,36.19%,< 1 year,25000.0,declined,Debt consolidation,530xx
NV,28.53%,< 1 year,2000.0,declined,Debt consolidation,891xx
VA,100%,< 1 year,12000.0,declined,Debt consolidation,222xx
PA,20.51%,< 1 year,2000.0,declined,Major purchase,194xx
WI,10.19%,< 1 year,5000.0,declined,Other,540xx
LA,0%,1 year,15000.0,declined,Other,703xx
PA,4.61%,< 1 year,5000.0,declined,Home buying,193xx
GA,18.11%,< 1 year,10000.0,declined,Debt consolidation,300xx
TX,20.55%,< 1 year,25000.0,declined,Debt consolidation,770xx
AL,33.33%,< 1 year,21000.0,declined,Credit card refinancing,355xx
NJ,54.17%,< 1 year,18000.0,declined,Credit card refinancing,070xx
AZ,23.3,10+ years,23450.0,accepted,Home improvement,856xx
CA,10.04%,< 1 year,6500.0,declined,Credit card refinancing,907xx
AR,33.56%,< 1 year,20000.0,declined,Home improvement,722xx
CA,0%,< 1 year,2000.0,declined,Other,917xx
KY,25.58%,< 1 year,10000.0,declined,Credit card refinancing,401xx
FL,11.94%,< 1 year,15000.0,declined,Debt consolidation,331xx
CA,100%,< 1 year,5000.0,declined,Other,923xx
IN,14.4%,< 1 year,20000.0,declined,Car financing,460xx
MS,6.88%,< 1 year,10000.0,declined,Debt consolidation,386xx
AZ,6.42%,< 1 year,10000.0,declined,Other,850xx
TX,27.33%,< 1 year,10000.0,declined,Other,782xx
PA,13.84%,< 1 year,20000.0,declined,Debt consolidation,191xx
FL,68.4%,< 1 year,20000.0,declined,Debt consolidation,322xx
CO,20.71%,< 1 year,10000.0,declined,Credit card refinancing,805xx
IL,6.24,1 year,20000.0,accepted,Credit card refinancing,606xx
CA,0%,< 1 year,5000.0,declined,Debt consolidation,961xx
TX,28.53%,< 1 year,10000.0,declined,Debt consolidation,768xx
ME,15.71%,< 1 year,8000.0,declined,Debt consolidation,044xx
WA,12.61,10+ years,9000.0,accepted,Credit card refinancing,980xx
MA,0.72%,< 1 year,10000.0,declined,Other,023xx
IN,1.73%,< 1 year,2000.0,declined,Debt consolidation,462xx
VA,22.65%,< 1 year,20000.0,declined,Medical expenses,220xx
VA,0%,< 1 year,35000.0,declined,Other,245xx
MI,40.33%,< 1 year,25000.0,declined,Debt consolidation,486xx
MD,100%,< 1 year,15000.0,declined,Medical expenses,212xx
AL,0%,< 1 year,5000.0,declined,Other,368xx
KY,27%,6 years,8500.0,declined,Debt consolidation,402xx
CA,344.95%,< 1 year,5000.0,declined,Debt consolidation,928xx
NY,6.0,2 years,16000.0,accepted,Debt consolidation,112xx
CA,100%,< 1 year,20000.0,declined,Debt consolidation,913xx
CA,30.67%,< 1 year,12000.0,declined,Credit card refinancing,936xx
CA,18.11%,< 1 year,25000.0,declined,Car financing,960xx
NY,41.12%,< 1 year,10000.0,declined,Credit card refinancing,105xx
TX,34.15%,< 1 year,10000.0,declined,Debt consolidation,799xx
NJ,3.05%,1 year,5000.0,declined,Credit card refinancing,070xx
TX,6.21%,< 1 year,10000.0,declined,Credit card refinancing,752xx
WI,95.36%,< 1 year,10000.0,declined,Debt consolidation,530xx
TX,17.48%,< 1 year,40000.0,declined,Credit card refinancing,750xx
WI,3.03%,< 1 year,2000.0,declined,Car financing,546xx
IN,100%,< 1 year,40000.0,declined,Home buying,473xx
NE,46.99%,< 1 year,14000.0,declined,Debt consolidation,688xx
NY,16.88%,< 1 year,8000.0,declined,Credit card refinancing,112xx
TX,66.91%,< 1 year,3000.0,declined,Credit card refinancing,782xx
SC,30.66%,< 1 year,5000.0,declined,Credit card refinancing,293xx
LA,5.9%,< 1 year,8500.0,declined,Credit card refinancing,706xx
AR,100%,< 1 year,11750.0,declined,Car financing,727xx
CA,13.08,,12500.0,accepted,Major purchase,956xx
TX,33.82%,< 1 year,5000.0,declined,Debt consolidation,773xx
MI,17.76%,< 1 year,19975.0,declined,Home buying,480xx
CT,32.29%,< 1 year,3000.0,declined,Credit card refinancing,060xx
TX,13.85%,< 1 year,10000.0,declined,Debt consolidation,782xx
MS,29.81%,8 years,15500.0,declined,Debt consolidation,394xx
SC,1.75%,< 1 year,40000.0,declined,Home buying,296xx
GA,42.28%,< 1 year,10000.0,declined,Debt consolidation,302xx
CA,45.3%,< 1 year,25000.0,declined,Debt consolidation,922xx
LA,3.9%,< 1 year,25000.0,declined,Home improvement,712xx
IL,10.15%,< 1 year,20000.0,declined,Debt consolidation,604xx
MD,19.15%,< 1 year,15000.0,declined,Debt consolidation,210xx
CA,39.87%,< 1 year,22000.0,declined,Debt consolidation,959xx
MA,58.19%,< 1 year,20000.0,declined,Debt consolidation,015xx
WA,100%,< 1 year,10000.0,declined,Car financing,986xx
NE,100%,< 1 year,16000.0,declined,Debt consolidation,680xx
LA,24.08%,< 1 year,40000.0,declined,Business,704xx
MS,0%,< 1 year,2000.0,declined,Home buying,393xx
MO,24.25%,< 1 year,1000.0,declined,Other,640xx
VA,28.14%,< 1 year,35000.0,declined,Debt consolidation,220xx
NE,34.56%,< 1 year,10000.0,declined,Credit card refinancing,689xx
ID,11.84%,< 1 year,4000.0,declined,Home buying,836xx
NY,100%,< 1 year,27375.0,declined,Car financing,121xx
MA,100%,< 1 year,1500.0,declined,Moving and relocation,017xx
TN,19.5%,< 1 year,8000.0,declined,Credit card refinancing,373xx
VA,-1%,< 1 year,10000.0,declined,Business Loan,201xx
NJ,100%,< 1 year,2000.0,declined,Debt consolidation,076xx
MS,15.1%,< 1 year,30000.0,declined,Home buying,397xx
HI,100%,< 1 year,9000.0,declined,Credit card refinancing,968xx
IL,100%,< 1 year,11000.0,declined,Home improvement,616xx
NJ,20.82%,< 1 year,20000.0,declined,Business,089xx
LA,0%,< 1 year,2000.0,declined,Other,708xx
MA,21.2%,< 1 year,10000.0,declined,Credit card refinancing,027xx
CA,27.55%,< 1 year,10000.0,declined,Credit card refinancing,926xx
CA,12.75%,< 1 year,10000.0,declined,Home buying,956xx
WA,4.7%,< 1 year,10000.0,declined,Home buying,980xx
CA,15.71%,< 1 year,5000.0,declined,Debt consolidation,952xx
SC,95.12%,< 1 year,3200.0,declined,Vacation,296xx
NC,41%,< 1 year,16200.0,declined,Debt consolidation,276xx
TN,0%,< 1 year,5000.0,declined,Home buying,378xx
SC,37.09%,< 1 year,25000.0,declined,Credit card refinancing,296xx
NY,1.05%,< 1 year,8000.0,declined,Other,113xx
NY,13.98%,< 1 year,10000.0,declined,Credit card refinancing,109xx
NY,25.93%,< 1 year,25000.0,declined,Major purchase,135xx
TN,39.21%,< 1 year,4500.0,declined,Debt consolidation,371xx
MS,17.93%,< 1 year,20000.0,declined,Home improvement,388xx
NY,10.49%,< 1 year,5000.0,declined,Credit card refinancing,146xx
FL,20.14%,< 1 year,20000.0,declined,Other,334xx
CA,602.16%,< 1 year,10000.0,declined,Debt consolidation,922xx
LA,18.63%,< 1 year,20000.0,declined,Debt consolidation,703xx
AR,27.5%,< 1 year,20000.0,declined,Credit card refinancing,723xx
NY,18.36%,< 1 year,10000.0,declined,Major purchase,112xx
ME,18.29%,< 1 year,5000.0,declined,Credit card refinancing,048xx
NY,13.84,9 years,30000.0,accepted,Debt consolidation,117xx
CA,12.63%,< 1 year,2500.0,declined,Debt consolidation,927xx
CA,12.75,< 1 year,40000.0,accepted,Credit card refinancing,941xx
NY,113.87%,< 1 year,20000.0,declined,Home improvement,130xx
OH,21.51%,< 1 year,2000.0,declined,Debt consolidation,430xx
CA,7.5,10+ years,40000.0,accepted,Debt consolidation,958xx
AR,31.25%,< 1 year,1000.0,declined,Debt consolidation,727xx
CO,-1%,< 1 year,110000.0,declined,Business Loan,809xx
LA,11.43%,< 1 year,25000.0,declined,Credit card refinancing,703xx
WA,21.04%,< 1 year,10000.0,declined,Credit card refinancing,986xx
TX,217.46%,< 1 year,12000.0,declined,Debt consolidation,752xx
VA,22.0,10+ years,26000.0,accepted,Debt consolidation,233xx
DC,2.43%,< 1 year,3000.0,declined,Other,200xx
NC,4.26%,< 1 year,1500.0,declined,Medical expenses,273xx
CA,1.2%,< 1 year,2000.0,declined,Debt consolidation,920xx
WI,-1%,< 1 year,55000.0,declined,Business Loan,543xx
CA,12.6%,< 1 year,10000.0,declined,Other,945xx
NJ,54.24%,< 1 year,5000.0,declined,Other,070xx
IL,46.1%,< 1 year,35000.0,declined,Credit card refinancing,614xx
GA,13.38%,< 1 year,3000.0,declined,Debt consolidation,300xx
CA,23.93,3 years,10500.0,accepted,Credit card refinancing,954xx
IL,21.1%,< 1 year,10000.0,declined,Debt consolidation,629xx
OH,12.76%,< 1 year,15000.0,declined,Other,454xx
CA,38.82%,< 1 year,12000.0,declined,Debt consolidation,956xx
